XNSE/KESORAMIND,Kesoram Industries Ltd. (EQKESORAMIND) Adjusted Stock Prices
XNSE/KEYCORPSER,Keynote Corporate Services Ltd. (EQKEYCORPSER) Adjusted Stock Prices
XNSE/VISHNU,Vishnu Chemicals Ltd (EQVISHNU) Adjusted Stock Prices
XNSE/KHAITANLTD,Khaitan (India) Ltd. (EQKHAITANLTD) Adjusted Stock Prices
XNSE/KHAITANELE,Khaitan Electricals Ltd. (EQKHAITANELE) Adjusted Stock Prices
XNSE/SPECTACLE,Spectacle Ventures Ltd (EQSPECTACLE) Adjusted Stock Prices
XNSE/KHANDSE,Khandwala Securities Ltd. (EQKHANDSE) Adjusted Stock Prices
XNSE/IDFC,IDFC Ltd (EQIDFC) Adjusted Stock Prices
XNSE/KILITCH,Kilitch Drugs (India) Ltd. (EQKILITCH) Adjusted Stock Prices
XNSE/KINETICMOT,Kinetic Motor Co. Ltd. (EQKINETICMOT) Adjusted Stock Prices
XNSE/KIRLOSBROS,Kirloskar Brothers Ltd. (EQKIRLOSBROS) Adjusted Stock Prices
XNSE/KIRLOSIND,Kirloskar Industries Ltd. (EQKIRLOSIND) Adjusted Stock Prices
XNSE/KITEX,Kitex Garments Ltd. (EQKITEX) Adjusted Stock Prices
XNSE/KITPLYIND,Kitply Industries Ltd. (EQKITPLYIND) Adjusted Stock Prices
XNSE/ABBOTINDIA,Abbott India Ltd. (EQABBOTINDIA) Adjusted Stock Prices
XNSE/KOPRAN,Kopran Ltd. (EQKOPRAN) Adjusted Stock Prices
XNSE/KOTAKBANK,Kotak Mahindra Bank Ltd. (EQKOTAKBANK) Adjusted Stock Prices
XNSE/BYKE,Byke Hospitality Ltd (EQBYKE) Adjusted Stock Prices
XNSE/KOTHARIPET,Kothari Petrochemicals Ltd. (EQKOTHARIPET) Adjusted Stock Prices
XNSE/KOTHARIPRO,Kothari Products Ltd. (EQKOTHARIPRO) Adjusted Stock Prices
XNSE/KOTARISUG,Kothari Sugars & Chemicals Ltd. (EQKOTARISUG) Adjusted Stock Prices
XNSE/KOVAI,Kovai Medical Center & Hospital Ltd. (EQKOVAI) Adjusted Stock Prices
XNSE/KREBSBIO,Krebs Biochemicals & Industries Ltd. (EQKREBSBIO) Adjusted Stock Prices
XNSE/KLRF,KLRF Ltd (EQKLRF) Adjusted Stock Prices
XNSE/KRISHNAENG,Krishna Engineering Works Ltd. (EQKRISHNAENG) Adjusted Stock Prices
XNSE/KRITIIND,Kriti Industries (India) Ltd. (EQKRITIIND) Adjusted Stock Prices
XNSE/ITDCEM,ITD Cementation India Ltd. (EQITDCEM) Adjusted Stock Prices
XNSE/VIVIMEDLAB,Vivimed Labs Ltd. (EQVIVIMEDLAB) Adjusted Stock Prices
XNSE/KWALITY,Kwality Ltd (EQKWALITY) Adjusted Stock Prices
XNSE/LGBBROSLTD,L.G. Balakrishnan & Bros Ltd. (EQLGBBROSLTD) Adjusted Stock Prices
XNSE/LICHSGFIN,LIC Housing Finance Ltd. (EQLICHSGFIN) Adjusted Stock Prices
XNSE/LCCINFOTEC,LCC Infotech Ltd. (EQLCCINFOTEC) Adjusted Stock Prices
XNSE/LML,LML Ltd. (EQLML) Adjusted Stock Prices
XNSE/LAXMIMACH,Lakshmi Machine Works Ltd. (EQLAXMIMACH) Adjusted Stock Prices
XNSE/LAOPALA,La Opala RG Ltd. (EQLAOPALA) Adjusted Stock Prices
XNSE/LAKSHMIMIL,Lakshmi Mills Co. Ltd. (EQLAKSHMIMIL) Adjusted Stock Prices
XNSE/LAKSHMIEFL,Lakshmi Energy and Foods Ltd (EQLAKSHMIEFL) Adjusted Stock Prices
XNSE/LAKPRE,Lakshmi Precision Screws Ltd. (EQLAKPRE) Adjusted Stock Prices
XNSE/LYCOS,Lycos Internet Ltd. (EQLYCOS) Adjusted Stock Prices
XNSE/LAKSHVILAS,Lakshmi Vilas Bank Ltd. (EQLAKSHVILAS) Adjusted Stock Prices
XNSE/SRIPIPES,Srikalahasthi Pipes Ltd (EQSRIPIPES) Adjusted Stock Prices
XNSE/LT,Larsen & Toubro Ltd. (EQLT) Adjusted Stock Prices
XNSE/BIRLAMONEY,Aditya Birla Money Ltd (EQBIRLAMONEY) Adjusted Stock Prices
XNSE/LIBERTSHOE,Liberty Shoes Ltd. (EQLIBERTSHOE) Adjusted Stock Prices
XNSE/LINCPEN,Linc Pen & Plastics Ltd. (EQLINCPEN) Adjusted Stock Prices
XNSE/LINCOLN,Lincoln Pharmaceuticals Ltd. (EQLINCOLN) Adjusted Stock Prices
XNSE/TWILITAKA,Twilight Litaka Pharmaceuticals Ltd. (EQTWILITAKA) Adjusted Stock Prices
XNSE/LEEL,LEEL Electricals Ltd (EQLEEL) Adjusted Stock Prices
XNSE/LLOYDFIN,Lloyds Finance Ltd. (EQLLOYDFIN) Adjusted Stock Prices
XNSE/UVSL,Uttam Value Steels Ltd (EQUVSL) Adjusted Stock Prices
XNSE/IZMO,izmo Ltd. (EQIZMO) Adjusted Stock Prices
XNSE/LUPIN,Lupin Ltd (EQLUPIN) Adjusted Stock Prices
XNSE/LUMAXIND,Lumax Industries Ltd. (EQLUMAXIND) Adjusted Stock Prices
XNSE/LYKALABS,Lyka Labs Ltd. (EQLYKALABS) Adjusted Stock Prices
XNSE/MMFL,M M Forgings Ltd. (EQMMFL) Adjusted Stock Prices
XNSE/MMTC,MMTC Ltd. (EQMMTC) Adjusted Stock Prices
XNSE/SPICEMOBI,Spice Mobility Ltd (EQSPICEMOBI) Adjusted Stock Prices
XNSE/MRF,MRF Ltd. (EQMRF) Adjusted Stock Prices
XNSE/MRO_TEK,MRO-TEK Realty Ltd. (EQMRO-TEK) Adjusted Stock Prices
XNSE/MAARSOFTW,Maars Software International Ltd. (EQMAARSOFTW) Adjusted Stock Prices
XNSE/MADHAV,Madhav Marbles & Granites Ltd. (EQMADHAV) Adjusted Stock Prices
XNSE/RUSHIL,Rushil Decor Ltd (EQRUSHIL) Adjusted Stock Prices
XNSE/MADHUCON,Madhucon Projects Ltd. (EQMADHUCON) Adjusted Stock Prices
XNSE/ANIKINDS,Anik Industries Ltd. (EQANIKINDS) Adjusted Stock Prices
XNSE/E5KARURVYSYA,Karur Vysya Bank Ltd. (E5KARURVYSYA) Adjusted Stock Prices
XNSE/MALCO,Madras Aluminium Co Ltd (EQMALCO) Adjusted Stock Prices
XNSE/RAMCOCEM,Ramco Cements Ltd (EQRAMCOCEM) Adjusted Stock Prices
XNSE/MADRASFERT,Madras Fertilizers Ltd. (EQMADRASFERT) Adjusted Stock Prices
XNSE/RML,Rane (Madras) Ltd (EQRML) Adjusted Stock Prices
XNSE/IVZINNIFTY,Invesco Asset Management (India) Pvt. Ltd. (EQIVZINNIFTY) Adjusted Stock Prices
XNSE/MAGMA,Magma Fincorp Ltd (EQMAGMA) Adjusted Stock Prices
XNSE/MTNL,Mahanagar Telephone Nigam Ltd. (EQMTNL) Adjusted Stock Prices
XNSE/MAHSCOOTER,Maharashtra Scooters Ltd. (EQMAHSCOOTER) Adjusted Stock Prices
XNSE/MAHSEAMLES,Maharashtra Seamless Ltd. (EQMAHSEAMLES) Adjusted Stock Prices
XNSE/VTL,Vardhman Textiles Ltd (EQVTL) Adjusted Stock Prices
XNSE/M_M,Mahindra & Mahindra Ltd. (EQM&M) Adjusted Stock Prices
XNSE/MAHINDUGIN,Mahindra Ugine Steel Co. Ltd. (EQMAHINDUGIN) Adjusted Stock Prices
XNSE/MALWACOTT,Malwa Cotton Spinning Mills Ltd. (EQMALWACOTT) Adjusted Stock Prices
XNSE/MANINDS,Man Industries (India) Ltd. (EQMANINDS) Adjusted Stock Prices
XNSE/MANALIPETC,Manali Petrochemicals Ltd (EQMANALIPETC) Adjusted Stock Prices
XNSE/MANAPPURAM,Manappuram Finance Ltd (EQMANAPPURAM) Adjusted Stock Prices
XNSE/KRIDHANINF,Kridhan Infra Ltd (EQKRIDHANINF) Adjusted Stock Prices
XNSE/MANGLMCEM,Mangalam Cement Ltd. (EQMANGLMCEM) Adjusted Stock Prices
XNSE/MANGTIMBER,Mangalam Timber Products Ltd. (EQMANGTIMBER) Adjusted Stock Prices
XNSE/MANUGRAPH,Manugraph India Ltd. (EQMANUGRAPH) Adjusted Stock Prices
XNSE/MANGCHEFER,Mangalore Chemicals & Fertilisers Ltd. (EQMANGCHEFER) Adjusted Stock Prices
XNSE/MRPL,Mangalore Refinery & Petrochemicals Ltd. (EQMRPL) Adjusted Stock Prices
XNSE/HTMEDIA,HT Media Ltd. (EQHTMEDIA) Adjusted Stock Prices
XNSE/MARALOVER,Maral Overseas Ltd. (EQMARALOVER) Adjusted Stock Prices
XNSE/MARG,Marg Ltd. (EQMARG) Adjusted Stock Prices
XNSE/MARICO,Marico Ltd. (EQMARICO) Adjusted Stock Prices
XNSE/IGS,iGate Global Solutions Ltd. (EQIGS) Adjusted Stock Prices
XNSE/MASTEK,Mastek Ltd. (EQMASTEK) Adjusted Stock Prices
XNSE/PAVCI,Panasonic AVC Networks India Co. Ltd. (EQPAVCI) Adjusted Stock Prices
XNSE/MFSL,Max Financial Services Ltd. (EQMFSL) Adjusted Stock Prices
XNSE/MAYURUNIQ,Mayur Uniquoters Ltd. (EQMAYURUNIQ) Adjusted Stock Prices
XNSE/MAZDA,Mazda Ltd. (EQMAZDA) Adjusted Stock Prices
XNSE/SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Ltd. (EQSRHHYPOLTD) Adjusted Stock Prices
XNSE/MEGASOFT,Megasoft Ltd. (EQMEGASOFT) Adjusted Stock Prices
XNSE/NOESISIND,Noesis Industries Ltd. (EQNOESISIND) Adjusted Stock Prices
XNSE/MELSTAR,Melstar Information Technologies Ltd. (EQMELSTAR) Adjusted Stock Prices
XNSE/MENONBE,Menon Bearings Ltd. (EQMENONBE) Adjusted Stock Prices
XNSE/MERCATOR,Mercator Ltd (EQMERCATOR) Adjusted Stock Prices
XNSE/NEXTMEDIA,Next Mediaworks Ltd (EQNEXTMEDIA) Adjusted Stock Prices
XNSE/MINDTECK,Mindteck (India) Ltd. (EQMINDTECK) Adjusted Stock Prices
XNSE/MIRCELECTR,Mirc Electronics Ltd. (EQMIRCELECTR) Adjusted Stock Prices
XNSE/MIRZAINT,Mirza International Ltd. (EQMIRZAINT) Adjusted Stock Prices
XNSE/MOHITIND,Mohit Industries Ltd. (EQMOHITIND) Adjusted Stock Prices
XNSE/MOLDTECH,Mold-Tek Technologies Ltd. (EQMOLDTECH) Adjusted Stock Prices
XNSE/MONNETISPA,Monnet Ispat & Energy Ltd. (EQMONNETISPA) Adjusted Stock Prices
XNSE/MONSANTO,Monsanto India Ltd. (EQMONSANTO) Adjusted Stock Prices
XNSE/PODDARHOUS,Poddar Housing & Development Ltd. (EQPODDARHOUS) Adjusted Stock Prices
XNSE/PENINLAND,Peninsula Land Ltd. (EQPENINLAND) Adjusted Stock Prices
XNSE/MOREPENLAB,Morepen Laboratories Ltd. (EQMOREPENLAB) Adjusted Stock Prices
XNSE/MOSERBAER,Moser Baer India Ltd. (EQMOSERBAER) Adjusted Stock Prices
XNSE/BLUECOAST,Blue Coast Hotels Ltd (EQBLUECOAST) Adjusted Stock Prices
XNSE/MOTHERSUMI,Motherson Sumi Systems Ltd. (EQMOTHERSUMI) Adjusted Stock Prices
XNSE/MOTOGENFIN,Motor & General Finance Ltd. (EQMOTOGENFIN) Adjusted Stock Prices
XNSE/BOSCHLTD,Bosch Ltd. (EQBOSCHLTD) Adjusted Stock Prices
XNSE/MPHASIS,Mphasis Ltd (EQMPHASIS) Adjusted Stock Prices
XNSE/MUKANDENGG,Mukand Engineers Ltd. (EQMUKANDENGG) Adjusted Stock Prices
XNSE/MUKANDLTD,Mukand Ltd. (EQMUKANDLTD) Adjusted Stock Prices
XNSE/MUNJALSHOW,Munjal Showa Ltd. (EQMUNJALSHOW) Adjusted Stock Prices
XNSE/MUKTAARTS,Mukta Arts Ltd. (EQMUKTAARTS) Adjusted Stock Prices
XNSE/MURLIIND,Murli Industries Ltd. (EQMURLIIND) Adjusted Stock Prices
XNSE/MURUDCERA,Murudeshwar Ceramics Ltd. (EQMURUDCERA) Adjusted Stock Prices
XNSE/MUTHOOTCAP,Muthoot Capital Services Ltd. (EQMUTHOOTCAP) Adjusted Stock Prices
XNSE/HEIDELBERG,HeidelbergCement India Ltd (EQHEIDELBERG) Adjusted Stock Prices
XNSE/NKIND,N.K. Industries Ltd. (EQNKIND) Adjusted Stock Prices
XNSE/NRAIL,N.R. Agarwal Industries Ltd. (EQNRAIL) Adjusted Stock Prices
XNSE/NATCOPHARM,NATCO Pharma Ltd. (EQNATCOPHARM) Adjusted Stock Prices
XNSE/NCLIND,NCL Industries Ltd. (EQNCLIND) Adjusted Stock Prices
XNSE/NEPCMICON,NEPC India Ltd. (EQNEPCMICON) Adjusted Stock Prices
XNSE/NESCO,NESCO Ltd. (EQNESCO) Adjusted Stock Prices
XNSE/NELCO,NELCO Ltd. (EQNELCO) Adjusted Stock Prices
XNSE/NICCO,NICCO Corporation Ltd. (EQNICCO) Adjusted Stock Prices
XNSE/NIITLTD,NIIT Ltd. (EQNIITLTD) Adjusted Stock Prices
XNSE/NRBBEARING,NRB Bearings Ltd. (EQNRBBEARING) Adjusted Stock Prices
XNSE/NRC,NRC Ltd. (EQNRC) Adjusted Stock Prices
XNSE/NACLIND,NACL Industries Ltd. (EQNACLIND) Adjusted Stock Prices
XNSE/NCC,NCC Ltd (EQNCC) Adjusted Stock Prices
XNSE/NAGARFERT,Nagarjuna Fertilizers & Chemicals Ltd. (EQNAGARFERT) Adjusted Stock Prices
XNSE/NAGREEKEXP,Nagreeka Exports Ltd. (EQNAGREEKEXP) Adjusted Stock Prices
XNSE/NAHARPOLY,Nahar Poly Films Ltd (EQNAHARPOLY) Adjusted Stock Prices
XNSE/NAHARINDUS,Nahar Industrial Enterprises Ltd. (EQNAHARINDUS) Adjusted Stock Prices
XNSE/NAHARSPING,Nahar Spinning Mills Ltd. (EQNAHARSPING) Adjusted Stock Prices
XNSE/NAHARSPG,Nahar Spinning Mills Ltd. (EQNAHARSPG) Adjusted Stock Prices
XNSE/NAKODA,Nakoda Ltd. (EQNAKODA) Adjusted Stock Prices
XNSE/BGLOBAL,Bharatiya Global Infomedia Ltd (EQBGLOBAL) Adjusted Stock Prices
XNSE/NARMDCHEMA,Narmada Chematur Petrochemicals Ltd. (EQNARMDCHEMA) Adjusted Stock Prices
XNSE/TECHIN,Techindia Nirman Ltd (EQTECHIN) Adjusted Stock Prices
XNSE/NATIONALUM,National Aluminium Co. Ltd. (EQNATIONALUM) Adjusted Stock Prices
XNSE/NFL,National Fertilizers Ltd. (EQNFL) Adjusted Stock Prices
XNSE/NOCIL,NOCIL Ltd. (EQNOCIL) Adjusted Stock Prices
XNSE/NMDC,NMDC Ltd. (EQNMDC) Adjusted Stock Prices
XNSE/NOL,National Oxygen Ltd. (EQNOL) Adjusted Stock Prices
XNSE/NATNLSTEEL,National Steel and Agro Industries Ltd. (EQNATNLSTEEL) Adjusted Stock Prices
XNSE/NBVENTURES,Nava Bharat Ventures Ltd. (EQNBVENTURES) Adjusted Stock Prices
XNSE/NAVNETEDUL,Navneet Education Ltd (EQNAVNETEDUL) Adjusted Stock Prices
XNSE/NEHAINT,Neha International Ltd. (EQNEHAINT) Adjusted Stock Prices
XNSE/NEOCORP,Neo Corp International Ltd (EQNEOCORP) Adjusted Stock Prices
XNSE/COUNCODOS,Country Condo`s Ltd (EQCOUNCODOS) Adjusted Stock Prices
XNSE/NESTLEIND,Nestle India Ltd. (EQNESTLEIND) Adjusted Stock Prices
XNSE/NEULANDLAB,Neuland Laboratories Ltd. (EQNEULANDLAB) Adjusted Stock Prices
XNSE/PEL,Piramal Enterprises Ltd (EQPEL) Adjusted Stock Prices
XNSE/NLCINDIA,NLC India Ltd (EQNLCINDIA) Adjusted Stock Prices
XNSE/NILAINFRA,Nila Infrastructures Ltd. (EQNILAINFRA) Adjusted Stock Prices
XNSE/AMAR,Amar Remedies Ltd. (EQAMAR) Adjusted Stock Prices
XNSE/NILKAMAL,Nilkamal Ltd. (EQNILKAMAL) Adjusted Stock Prices
XNSE/NNSRTRANSFIN,Shriram Transport Finance Co. Ltd. (NNSRTRANSFIN) Adjusted Stock Prices
XNSE/NPSRTRANSFIN,Shriram Transport Finance Co. Ltd. (NPSRTRANSFIN) Adjusted Stock Prices
XNSE/NOSRTRANSFIN,Shriram Transport Finance Co. Ltd. (NOSRTRANSFIN) Adjusted Stock Prices
XNSE/NQSRTRANSFIN,Shriram Transport Finance Co. Ltd. (NQSRTRANSFIN) Adjusted Stock Prices
XNSE/NMSRTRANSFIN,Shriram Transport Finance Co. Ltd. (NMSRTRANSFIN) Adjusted Stock Prices
XNSE/NLSRTRANSFIN,Shriram Transport Finance Co. Ltd. (NLSRTRANSFIN) Adjusted Stock Prices
XNSE/NIRMA,Nirma Ltd. (EQNIRMA) Adjusted Stock Prices
XNSE/INVENTURE,Inventure Growth and Securities Ltd (EQINVENTURE) Adjusted Stock Prices
XNSE/GSLNOVA,GSL Nova Petrochemicals Ltd (EQGSLNOVA) Adjusted Stock Prices
XNSE/NORBTEAEXP,Norben Tea & Exports Ltd. (EQNORBTEAEXP) Adjusted Stock Prices
XNSE/NOVOPANIND,Novopan Industries Ltd (EQNOVOPANIND) Adjusted Stock Prices
XNSE/GTOFFSHORE,GOL Offshore Ltd (EQGTOFFSHORE) Adjusted Stock Prices
XNSE/PRESSMN,Pressman Advertising Ltd (EQPRESSMN) Adjusted Stock Prices
XNSE/NUCHEM,Nuchem Ltd. (EQNUCHEM) Adjusted Stock Prices
XNSE/NUCLEUS,Nucleus Software Exports Ltd. (EQNUCLEUS) Adjusted Stock Prices
XNSE/SWELECTES,Swelect Energy Systems Ltd (EQSWELECTES) Adjusted Stock Prices
XNSE/OCL,OCL India Ltd. (EQOCL) Adjusted Stock Prices
XNSE/PRITHVISOF,Prithvi Softech Ltd. (EQPRITHVISOF) Adjusted Stock Prices
XNSE/ONGC,Oil & Natural Gas Corporation Ltd. (EQONGC) Adjusted Stock Prices
XNSE/OILCOUNTUB,Oil Country Tubular Ltd. (EQOILCOUNTUB) Adjusted Stock Prices
XNSE/OMMETALS,OM Metals Infraprojects Ltd. (EQOMMETALS) Adjusted Stock Prices
XNSE/FCSSOFT,FCS Software Solutions Ltd. (EQFCSSOFT) Adjusted Stock Prices
XNSE/OMAXAUTO,Omax Autos Ltd. (EQOMAXAUTO) Adjusted Stock Prices
XNSE/ONWARDTEC,Onward Technologies Ltd. (EQONWARDTEC) Adjusted Stock Prices
XNSE/OPTOCIRCUI,Opto Circuits (India) Ltd. (EQOPTOCIRCUI) Adjusted Stock Prices
XNSE/ORBTEXP,Orbit Exports Ltd. (EQORBTEXP) Adjusted Stock Prices
XNSE/ORCHIDPHAR,Orchid Pharma Ltd (EQORCHIDPHAR) Adjusted Stock Prices
XNSE/ORIENTABRA,Orient Abrasives Ltd. (EQORIENTABRA) Adjusted Stock Prices
XNSE/ORIENTBELL,Orient Bell Ltd (EQORIENTBELL) Adjusted Stock Prices
XNSE/ORIENTINFO,Orient Information Technology Ltd. (EQORIENTINFO) Adjusted Stock Prices
XNSE/ORIENTPPR,Orient Paper & Industries Ltd. (EQORIENTPPR) Adjusted Stock Prices
XNSE/L_TFH,L&T Finance Holdings Ltd (EQL&TFH) Adjusted Stock Prices
XNSE/WELGLOB,Welspun Global Brands Ltd. (EQWELGLOB) Adjusted Stock Prices
XNSE/ORIENTLTD,Orient Press Ltd. (EQORIENTLTD) Adjusted Stock Prices
XNSE/ORIENTBANK,Oriental Bank of Commerce (EQORIENTBANK) Adjusted Stock Prices
XNSE/MCDHOLDING,McDowell Holdings Ltd (EQMCDHOLDING) Adjusted Stock Prices
XNSE/OCCL,Oriental Carbon & Chemicals Ltd. (EQOCCL) Adjusted Stock Prices
XNSE/ORICONENT,Oricon Enterprises Ltd. (EQORICONENT) Adjusted Stock Prices
XNSE/ORIENTHOT,Oriental Hotels Ltd. (EQORIENTHOT) Adjusted Stock Prices
XNSE/BINDALAGRO,Oswal Green Tech Ltd (EQBINDALAGRO) Adjusted Stock Prices
XNSE/OUDHSUG,Oudh Sugar Mills Ltd. (EQOUDHSUG) Adjusted Stock Prices
XNSE/PHILCORP,Kore Foods Ltd. (EQPHILCORP) Adjusted Stock Prices
XNSE/PIIND,PI Industries Ltd. (EQPIIND) Adjusted Stock Prices
XNSE/PNBGILTS,PNB Gilts Ltd. (EQPNBGILTS) Adjusted Stock Prices
XNSE/PSL,PSL Ltd. (EQPSL) Adjusted Stock Prices
XNSE/VICEROY,Viceroy Hotels Ltd. (EQVICEROY) Adjusted Stock Prices
XNSE/PANACEABIO,Panacea Biotec Ltd. (EQPANACEABIO) Adjusted Stock Prices
XNSE/PANAMAPET,Panama Petrochem Ltd. (EQPANAMAPET) Adjusted Stock Prices
XNSE/PANCHSHEEL,Panchsheel Organics Ltd. (EQPANCHSHEEL) Adjusted Stock Prices
XNSE/BSLNIFTY,Aditya Birla Sun Life AMC Ltd. (EQBSLNIFTY) Adjusted Stock Prices
XNSE/FEL,Future Enterprises Ltd. (EQFEL) Adjusted Stock Prices
XNSE/PAPERPROD,Huhtamaki PPL Ltd. (EQPAPERPROD) Adjusted Stock Prices
XNSE/PARACABLES,Paramount Communications Ltd (EQPARACABLES) Adjusted Stock Prices
XNSE/PARASPETRO,Paras Petrofils Ltd. (EQPARASPETRO) Adjusted Stock Prices
XNSE/PAREKHPLAT,Parekh Platinum Ltd. (EQPAREKHPLAT) Adjusted Stock Prices
XNSE/PDPL,Parenteral Drugs (India) Ltd. (EQPDPL) Adjusted Stock Prices
XNSE/LOTTEINDIA,Lotte India Corporation Ltd. (EQLOTTEINDIA) Adjusted Stock Prices
XNSE/PASUPATI,Pasupati Fabrics Ltd. (EQPASUPATI) Adjusted Stock Prices
XNSE/PATINTLOG,Patel Integrated Logistics Ltd. (EQPATINTLOG) Adjusted Stock Prices
XNSE/PATELENG,Patel Engineering Ltd. (EQPATELENG) Adjusted Stock Prices
XNSE/PATSPINLTD,Patspin India Ltd. (EQPATSPINLTD) Adjusted Stock Prices
XNSE/PILITA,PIL Italica Lifestyle Ltd. (EQPILITA) Adjusted Stock Prices
XNSE/SAMBHAAV,Sambhaav Media Ltd. (EQSAMBHAAV) Adjusted Stock Prices
XNSE/PEARLGLOBL,Pearl Global Ltd. (EQPEARLGLOBL) Adjusted Stock Prices
XNSE/PEPL,Pearl Engineering Polymers Ltd. (EQPEPL) Adjusted Stock Prices
XNSE/PEARLPOLY,Pearl Polymers Ltd. (EQPEARLPOLY) Adjusted Stock Prices
XNSE/WANBURY,Wanbury Ltd. (EQWANBURY) Adjusted Stock Prices
XNSE/ALICON,Alicon Castalloy Ltd (EQALICON) Adjusted Stock Prices
XNSE/PENIND,Pennar Industries Ltd. (EQPENIND) Adjusted Stock Prices
XNSE/PETRONENGG,Petron Engineering Construction Ltd. (EQPETRONENGG) Adjusted Stock Prices
XNSE/PFIZER,Pfizer Ltd. (EQPFIZER) Adjusted Stock Prices
XNSE/PHILIPCARB,Phillips Carbon Black Ltd. (EQPHILIPCARB) Adjusted Stock Prices
XNSE/PHOENIXLL,Phoenix Lamps Ltd (EQPHOENIXLL) Adjusted Stock Prices
XNSE/PHOENIXLTD,Phoenix Mills Ltd. (EQPHOENIXLTD) Adjusted Stock Prices
XNSE/PIDILITIND,Pidilite Industries Ltd. (EQPIDILITIND) Adjusted Stock Prices
XNSE/PIONDIST,Pioneer Distilleries Ltd. (EQPIONDIST) Adjusted Stock Prices
XNSE/PIONEEREMB,Pioneer Embroideries Ltd. (EQPIONEEREMB) Adjusted Stock Prices
XNSE/MARATHON,Marathon Nextgen Realty Ltd. (EQMARATHON) Adjusted Stock Prices
XNSE/PITTILAM,Pitti Laminations Ltd. (EQPITTILAM) Adjusted Stock Prices
XNSE/PLASTIBLEN,Plastiblends India Ltd. (EQPLASTIBLEN) Adjusted Stock Prices
XNSE/PODDARMENT,Poddar Pigments Ltd. (EQPODDARMENT) Adjusted Stock Prices
XNSE/POLARIS,Polaris Consulting & Services Ltd (EQPOLARIS) Adjusted Stock Prices
XNSE/POLARIND,Polar Industries Ltd. (EQPOLARIND) Adjusted Stock Prices
XNSE/IMPAL,India Motor Parts & Accessories Ltd. (EQIMPAL) Adjusted Stock Prices
XNSE/POLYMED,Poly Medicure Ltd. (EQPOLYMED) Adjusted Stock Prices
XNSE/POLYPLEX,Polyplex Corporation Ltd. (EQPOLYPLEX) Adjusted Stock Prices
XNSE/PRAJIND,Praj Industries Ltd. (EQPRAJIND) Adjusted Stock Prices
XNSE/PRAENG,Prajay Engineers Syndicate Ltd. (EQPRAENG) Adjusted Stock Prices
XNSE/PRAKASH,Prakash Industries Ltd. (EQPRAKASH) Adjusted Stock Prices
XNSE/PRECWIRE,Precision Wires India Ltd. (EQPRECWIRE) Adjusted Stock Prices
XNSE/PRECOT,Precot Meridian Ltd. (EQPRECOT) Adjusted Stock Prices
XNSE/PAEL,PAE Ltd. (EQPAEL) Adjusted Stock Prices
XNSE/PREMIER,Premier Ltd. (EQPREMIER) Adjusted Stock Prices
XNSE/PREMEXPLN,Premier Explosives Ltd. (EQPREMEXPLN) Adjusted Stock Prices
XNSE/PRICOL,Pricol Ltd (EQPRICOL) Adjusted Stock Prices
XNSE/PREMIERPOL,Premier Polyfilm Ltd. (EQPREMIERPOL) Adjusted Stock Prices
XNSE/PTL,PTL Enterprises Ltd. (EQPTL) Adjusted Stock Prices
XNSE/PRIMESECU,Prime Securities Ltd. (EQPRIMESECU) Adjusted Stock Prices
XNSE/PRISMCEM,Prism Cement Ltd. (EQPRISMCEM) Adjusted Stock Prices
XNSE/PNC,Pritish Nandy Communications Ltd. (EQPNC) Adjusted Stock Prices
XNSE/RAIN,Rain Industries Ltd (EQRAIN) Adjusted Stock Prices
XNSE/PGHH,Procter & Gamble Hygiene & Health Care Ltd. (EQPGHH) Adjusted Stock Prices
XNSE/PDUMJEIND,Pudumjee Industries Ltd (EQPDUMJEIND) Adjusted Stock Prices
XNSE/AMJLAND,AMJ Land Holdings Ltd. (EQAMJLAND) Adjusted Stock Prices
XNSE/PUNJABCHEM,Punjab Chemicals & Crop Protection Ltd. (EQPUNJABCHEM) Adjusted Stock Prices
XNSE/PUNJABTRAC,Punjab Tractors Ltd. (EQPUNJABTRAC) Adjusted Stock Prices
XNSE/ELGIRUBCO,Elgi Rubber Co Ltd (EQELGIRUBCO) Adjusted Stock Prices
XNSE/TREEHOUSE,Tree House Education & Accessories Ltd (EQTREEHOUSE) Adjusted Stock Prices
XNSE/RSSOFTWARE,R.S Software (India) Ltd. (EQRSSOFTWARE) Adjusted Stock Prices
XNSE/REIAGROLTD,REI Agro Ltd. (EQREIAGROLTD) Adjusted Stock Prices
XNSE/RPGCABLES,RPG Cables Ltd. (EQRPGCABLES) Adjusted Stock Prices
XNSE/BRABOURNE,Brabourne Enterprises Ltd (EQBRABOURNE) Adjusted Stock Prices
XNSE/RPGTLTD,RPG Transmission Ltd. (EQRPGTLTD) Adjusted Stock Prices
XNSE/RAINCALCIN,Rain Calcining Ltd. (EQRAINCALCIN) Adjusted Stock Prices
XNSE/RAINBOWPAP,Rainbow Papers Ltd. (EQRAINBOWPAP) Adjusted Stock Prices
XNSE/SARDAEN,Sarda Energy & Minerals Ltd. (EQSARDAEN) Adjusted Stock Prices
XNSE/MOHOTAIND,Mohota Industries Ltd. (EQMOHOTAIND) Adjusted Stock Prices
XNSE/RAJRAYON,Raj Rayon Industries Ltd. (EQRAJRAYON) Adjusted Stock Prices
XNSE/RSWM,RSWM Ltd. (EQRSWM) Adjusted Stock Prices
